,Year,Parcel,Transect,Code,Cover,Duplicate
628,2020,BLK077,4,SPAI,17,NA
629,2020,BLK077,4,DISP,2,NA
630,2020,BLK077,4,ERNA10,6,NA
631,2020,BLK077,4,ATCO,3,NA
632,2020,BLK077,6,SPAI,13,NA
633,2020,BLK077,6,SAVE4,2,NA
634,2020,BLK077,6,ATPA3,3,NA
635,2020,BLK077,6,STPA4,1,NA
636,2020,BLK077,6,DISP,1,NA
637,2020,BLK077,8,SPAI,15,NA
638,2020,BLK077,8,ATPA3,1,NA
639,2020,BLK077,8,DISP,1,NA
640,2020,BLK077,8,STPA4,1,NA
641,2020,BLK093,2,SPAI,1,NA
642,2020,BLK093,2,DISP,6,NA
643,2020,BLK093,2,STPA4,1,NA
644,2020,BLK093,2,ERNA10,1,NA
645,2020,BLK093,2,JUARL,1,NA
646,2020,BLK093,4,MEOF,5,NA
647,2020,BLK093,4,SPAI,8,NA
648,2020,BLK093,4,DISP,4,NA
649,2020,BLK093,4,ATTO,1,NA
650,2020,BLK093,4,BAHY,1,NA
651,2020,BLK093,6,MEOF,2,NA
652,2020,BLK093,6,SPAI,9,NA
653,2020,BLK093,6,DISP,3,NA
654,2020,BLK093,6,ERNA10,4,NA
655,2020,BLK093,6,ATCO,1,NA
656,2020,BLK093,8,DISP,6,NA
657,2020,BLK093,8,SPAI,5,NA
658,2020,BLK093,8,ERNA10,6,NA
659,2020,BLK093,8,ATTO,2,NA
660,2020,BLK093,8,ATPA3,1,NA
661,2020,BLK093,10,DISP,6,NA
662,2020,BLK093,10,SPAI,3,NA
663,2020,BLK093,10,ERNA10,2,NA
664,2020,BLK093,10,ARTR2,1,NA
665,2020,BLK093,10,MACA17,3,NA
666,2020,BLK093,12,DISP,3,NA
667,2020,BLK093,12,SPAI,7,NA
668,2020,BLK093,12,ERNA10,1,NA
669,2020,BLK093,12,MACA17,2,NA
670,2020,BLK093,12,MEOF,1,NA
671,2020,BLK093,12,TARA,2,NA
672,2020,BLK093,12,JUARL,1,NA
673,2020,BLK093,14,DISP,3,NA
674,2020,BLK093,14,SPAI,11,NA
675,2020,BLK093,14,ERNA10,6,NA
676,2020,BLK093,14,ARTR2,1,NA
677,2020,BLK093,16,SPAI,9,NA
678,2020,BLK093,16,ERNA10,2,NA
679,2020,BLK093,16,DISP,3,NA
680,2020,BLK094,2,ROWOU,24,NA
681,2020,BLK094,2,CYDA,10,NA
682,2020,BLK094,2,SATR12,1,NA
683,2020,BLK094,2,LELA2,1,NA
684,2020,BLK094,2,ARLU,3,NA
685,2020,BLK094,2,ERCI6,5,NA
686,2020,BLK094,2,DEPI,2,NA
687,2020,BLK094,4,ERNA10,12,NA
688,2020,BLK094,4,ATCA2,8,NA
689,2020,BLK094,4,EPNE,5,NA
690,2020,BLK094,4,PSPO,5,NA
691,2020,BLK094,6,DISP,2,NA
692,2020,BLK094,6,ARTR2,9,NA
693,2020,BLK094,6,SPAI,10,NA
694,2020,BLK094,6,STPA4,3,NA
695,2020,BLK094,6,ATTO,2,NA
696,2020,BLK094,6,ERNA10,1,NA
697,2020,BLK094,8,ATTO,10,NA
698,2020,BLK094,8,SPAI,5,NA
699,2020,BLK094,8,ARTR2,14,NA
700,2020,BLK094,10,ERNA10,2,NA
701,2020,BLK094,10,SPAI,8,NA
702,2020,BLK094,10,ARTR2,6,NA
703,2020,BLK094,10,STPA4,3,NA
704,2020,BLK094,10,LECI4,1,NA
705,2020,BLK094,12,MALE3,2,NA
706,2020,BLK094,12,DISP,32,NA
707,2020,BLK094,12,SATR12,1,NA
708,2020,BLK094,12,ERNA10,5,NA
709,2020,BLK094,12,ATTO,6,NA
710,2020,BLK094,12,SPAI,4,NA
711,2020,BLK094,12,ARTR2,1,NA
712,2020,BLK094,14,ATTO,13,NA
713,2020,BLK094,14,SPAI,13,NA
714,2020,BLK094,14,DISP,2,NA
715,2020,BLK094,16,ERNA10,6,NA
716,2020,BLK094,16,GLLE3,3,NA
717,2020,BLK094,16,SPAI,7,NA
718,2020,BLK094,16,ARTR2,2,NA
719,2020,BLK094,16,ATTO,13,NA
720,2020,BLK095,2,SPAI,8,NA
721,2020,BLK095,2,ATCO,3,NA
722,2020,BLK095,2,SAVE4,2,NA
723,2020,BLK095,2,ARTR2,1,NA
724,2020,BLK095,4,SPAI,25,NA
725,2020,BLK095,4,ARTR2,13,NA
726,2020,BLK095,4,GLLE3,3,NA
727,2020,BLK095,4,ERNA10,10,NA
728,2020,BLK095,4,ATTO,5,NA
729,2020,BLK095,4,STPA4,4,NA
730,2020,BLK095,6,SPAI,9,NA
731,2020,BLK095,6,ARTR2,1,NA
732,2020,BLK095,6,ERNA10,4,NA
733,2020,BLK095,6,ATTO,1,NA
734,2020,BLK095,8,SPAI,8,NA
735,2020,BLK095,8,ERNA10,7,NA
736,2020,BLK095,8,DISP,2,NA
737,2020,BLK095,10,ERNA10,3,NA
738,2020,BLK095,10,SPAI,11,NA
739,2020,BLK095,10,ARTR2,3,NA
740,2020,BLK095,10,DISP,1,NA
741,2020,BLK095,10,STPA4,1,NA
742,2020,BLK096,2,SATR12,3,NA
743,2020,BLK096,2,SPAI,9,NA
744,2020,BLK096,4,SPAI,3,NA
745,2020,BLK096,4,ERNA10,2,NA
746,2020,BLK096,4,SAVE4,1,NA
747,2020,BLK096,4,ARTR2,11,NA
748,2020,BLK096,4,ERIOG,2,NA
749,2020,BLK096,6,SPAI,7,NA
750,2020,BLK096,6,ERIOG,2,NA
751,2020,BLK096,6,PSARM,2,NA
752,2020,BLK099,2,SPAI,3,NA
753,2020,BLK099,2,ATTO,5,NA
754,2020,BLK099,2,ERNA10,3,NA
755,2020,BLK099,2,DISP,5,NA
756,2020,BLK099,2,JUARL,4,NA
757,2020,BLK099,2,SAVE4,12,NA
758,2020,BLK099,2,GLLE3,1,NA
759,2020,BLK099,4,SPAI,10,NA
760,2020,BLK099,4,ATTO,4,NA
761,2020,BLK099,4,ERNA10,10,NA
762,2020,BLK099,4,DISP,8,NA
763,2020,BLK099,6,SPAI,10,NA
764,2020,BLK099,6,ATTO,2,NA
765,2020,BLK099,6,DISP,7,NA
766,2020,BLK099,6,JUARL,2,NA
767,2020,BLK099,6,SUMO,2,NA
768,2020,BLK099,8,SPAI,29,NA
769,2020,BLK099,8,ATTO,3,NA
770,2020,BLK099,8,ERNA10,4,NA
771,2020,BLK099,8,DISP,5,NA
772,2020,BLK099,10,SPAI,22,NA
773,2020,BLK099,10,ERNA10,1,NA
774,2020,BLK099,10,DISP,2,NA
775,2020,BLK099,10,JUARL,3,NA
776,2020,BLK099,12,SPAI,33,NA
777,2020,BLK099,12,ATTO,1,NA
778,2020,BLK099,12,DISP,19,NA
779,2020,BLK099,12,JUARL,2,NA
780,2020,BLK099,12,NIOC2,1,NA
781,2020,BLK099,14,SPAI,29,NA
782,2020,BLK099,14,ATTO,6,NA
783,2020,BLK099,14,DISP,4,NA
784,2020,BLK099,14,GLLE3,23,NA
785,2020,BLK099,14,JUARL,2,NA
786,2020,BLK099,14,BAHY,1,NA
787,2020,BLK099,16,SPAI,10,NA
788,2020,BLK099,16,ERNA10,8,NA
789,2020,BLK099,16,DISP,1,NA
790,2020,BLK115,2,SPAI,14,NA
791,2020,BLK115,2,MACA17,3,NA
792,2020,BLK115,2,ERNA10,4,NA
793,2020,BLK115,2,ASTRA,1,NA
794,2020,BLK115,4,SPAI,3,NA
795,2020,BLK115,4,MACA17,1,NA
796,2020,BLK115,4,ERNA10,1,NA
797,2020,BLK115,4,SAVE4,2,NA
798,2020,BLK115,4,DISP,3,NA
799,2020,BLK115,4,ATPA3,1,NA
800,2020,BLK115,4,ATCO,1,NA
801,2020,BLK115,6,SPAI,23,NA
802,2020,BLK115,6,SAGO,1,NA
803,2020,BLK115,6,JUARL,1,NA
804,2020,BLK115,8,DISP,2,NA
805,2020,BLK115,8,SPAI,8,NA
806,2020,BLK115,8,ATCO,3,NA
807,2020,BLK115,8,JUARL,5,NA
808,2020,BLK115,10,SPAI,5,NA
809,2020,BLK115,10,JUARL,2,NA
810,2020,BLK115,10,ALOC2,2,NA
811,2020,BLK115,12,SPAI,14,NA
812,2020,BLK115,14,DISP,25,NA
813,2020,BLK115,14,SPAI,1,NA
814,2020,BLK115,14,JUARL,1,NA
815,2020,BLK115,16,DISP,9,NA
816,2020,BLK115,16,JUARL,8,NA
817,2020,BLK115,16,NIOC2,1,NA
818,2020,BLK115,16,SPAI,5,NA
819,2020,BLK115,16,MALE3,3,NA
820,2020,BLK115,16,SEVE2,5,NA
821,2020,BLK115,16,FORB,1,NA
822,2020,BLK142,2,SAVE4,4,NA
823,2020,BLK142,2,ATTO,55,NA
824,2020,BLK142,4,SAVE4,6,NA
825,2020,BLK142,4,ATTO,14,NA
826,2020,BLK142,4,SUMO,4,NA
827,2020,BLK142,4,ATCO,1,NA
828,2020,BLK142,6,SAVE4,10,NA
829,2020,BLK142,6,ATTO,2,NA
830,2020,BLK142,6,SPAI,14,NA
831,2020,BLK142,8,SPAI,18,NA
832,2020,BLK142,8,ERNA10,7,NA
833,2020,BLK142,8,DISP,2,NA
834,2020,BLK142,10,SPAI,15,NA
835,2020,BLK142,10,DISP,2,NA
836,2020,BLK142,10,ATTO,4,NA
837,2020,BLK142,12,ATTO,28,NA
838,2020,BLK142,14,SPAI,1,NA
839,2020,BLK142,14,DISP,8,NA
840,2020,BLK142,14,ATTO,25,NA
841,2020,BLK142,16,ATTO,10,NA
842,2020,BLK142,16,ERNA10,4,NA
843,2020,BLK142,16,DISP,21,NA
844,2020,BLK143,2,ANCA10,18,NA
845,2020,BLK143,2,LETR5,2,NA
846,2020,BLK143,2,DISP,26,NA
847,2020,BLK143,2,SPAI,1,NA
848,2020,BLK143,2,NIOC2,1,NA
849,2020,BLK143,4,LETR5,5,NA
850,2020,BLK143,4,DISP,4,NA
851,2020,BLK143,4,SPAI,3,NA
852,2020,BLK143,4,ATTO,42,NA
853,2020,BLK143,6,DISP,29,NA
854,2020,BLK143,6,SPAI,4,NA
855,2020,BLK143,6,ATTO,16,NA
856,2020,FSL044,2,SPAI,22,NA
857,2020,FSL044,2,ATTO,4,NA
858,2020,FSL044,2,ERNA10,8,NA
859,2020,FSL044,4,DISP,10,NA
860,2020,FSL044,4,SPAI,16,NA
861,2020,FSL044,4,JUARL,4,NA
862,2020,FSL044,4,ERNA10,9,NA
863,2020,FSL044,6,DISP,12,NA
864,2020,FSL044,6,SPAI,22,NA
865,2020,FSL044,6,ATTO,3,NA
866,2020,FSL044,6,JUARL,4,NA
867,2020,FSL048,2,ERNA10,1,NA
868,2020,FSL048,2,DISP,14,NA
869,2020,FSL048,2,SPAI,14,NA
870,2020,FSL048,2,LETR5,2,NA
871,2020,FSL048,2,ATTO,4,NA
872,2020,FSL048,4,DISP,35,NA
873,2020,FSL048,4,LELA2,2,NA
874,2020,FSL048,4,IVAX,3,NA
875,2020,FSL048,6,ERNA10,9,NA
876,2020,FSL048,6,DISP,20,NA
877,2020,FSL048,6,LELA2,2,NA
878,2020,FSL048,6,JUARL,3,NA
879,2020,FSL048,6,ALOC2,1,NA
880,2020,FSL048,8,DISP,15,NA
881,2020,FSL048,8,STEPH,3,NA
882,2020,FSL048,10,DISP,20,NA
883,2020,FSL048,10,ERNA10,7,NA
884,2020,FSL048,10,ATPH,1,NA
885,2020,FSL048,10,LETR5,1,NA
886,2020,FSL048,10,LELA2,1,NA
887,2020,FSL048,12,SPAI,24,NA
888,2020,FSL048,12,DISP,2,NA
889,2020,FSL048,12,ERNA10,1,NA
890,2020,FSL048,12,JUARL,3,NA
891,2020,FSL048,12,MEOF,1,NA
892,2020,FSL048,14,SPAI,19,NA
893,2020,FSL048,14,ATTO,1,NA
894,2020,FSL048,14,ERNA10,5,NA
895,2020,FSL048,16,SPAI,1,NA
896,2020,FSL048,16,DISP,10,NA
897,2020,FSL048,16,ERNA10,9,NA
898,2020,FSL048,16,IVAX,19,NA
899,2020,FSL048,18,SPAI,9,NA
900,2020,FSL048,18,DISP,14,NA
901,2020,FSL048,18,ERNA10,3,NA
902,2020,FSL048,18,LELA2,5,NA
903,2020,FSL048,18,LETR5,3,NA
904,2020,FSL048,20,SPAI,9,NA
905,2020,FSL048,20,DISP,20,NA
906,2020,FSL048,20,ERNA10,1,NA
907,2020,FSL051,2,DISP,43,NA
908,2020,FSL051,2,LETR5,11,NA
909,2020,FSL051,2,JUARL,4,NA
910,2020,FSL051,2,GLLE3,3,NA
911,2020,FSL051,2,SPAI,3,NA
912,2020,FSL051,4,DISP,66,NA
913,2020,FSL051,4,SPAI,2,NA
914,2020,FSL051,4,SAVE4,4,NA
915,2020,FSL051,4,ATTO,3,NA
916,2020,FSL051,6,DISP,29,NA
917,2020,FSL051,6,LETR5,1,NA
918,2020,FSL051,6,SPAI,12,NA
919,2020,FSL051,6,ATTO,11,NA
920,2020,FSL051,6,ERNA10,2,NA
921,2020,FSL051,8,DISP,43,NA
922,2020,FSL051,8,JUARL,5,NA
923,2020,FSL051,8,SPAI,9,NA
924,2020,FSL053,2,LETR5,10,NA
925,2020,FSL053,2,DISP,19,NA
926,2020,FSL053,2,SPAI,14,NA
927,2020,FSL053,2,ATTO,2,NA
928,2020,FSL053,2,TYPHA,5,NA
929,2020,FSL053,2,SCIRP,5,NA
930,2020,FSL053,2,ROWOU,1,NA
931,2020,FSL053,4,LETR5,2,NA
932,2020,FSL053,4,DISP,31,NA
933,2020,FSL053,4,JUARL,5,NA
934,2020,FSL053,4,SPAI,9,NA
935,2020,FSL053,4,ATTO,2,NA
936,2020,FSL053,4,SAEX,8,NA
937,2020,FSL053,6,LETR5,13,NA
938,2020,FSL053,6,DISP,47,NA
939,2020,FSL053,6,JUARL,1,NA
940,2020,FSL053,8,DISP,58,NA
941,2020,FSL054,2,LETR5,25,NA
942,2020,FSL054,2,DISP,16,NA
943,2020,FSL054,2,GLLE3,2,NA
944,2020,FSL054,2,SPAI,1,NA
945,2020,FSL054,2,ANCA10,11,NA
946,2020,FSL054,2,SAEX,31,NA
947,2020,FSL054,4,LETR5,3,NA
948,2020,FSL054,4,DISP,16,NA
949,2020,FSL054,4,LELA2,26,NA
950,2020,FSL054,6,LETR5,30,NA
951,2020,FSL054,6,DISP,10,NA
952,2020,FSL054,6,LELA2,18,NA
953,2020,FSL054,6,ERNA10,1,NA
954,2020,FSL054,8,LETR5,46,NA
955,2020,FSL054,8,JUARL,1,NA
956,2020,FSL054,8,SCAC3,8,NA
957,2020,FSL054,10,LETR5,20,NA
958,2020,FSL054,10,SPAI,4,NA
959,2020,FSL054,10,JUARL,1,NA
960,2020,FSL054,10,DISP,11,NA
961,2020,FSL054,10,LELA2,39,NA
962,2020,FSL054,10,ANCA10,2,NA
963,2020,FSL054,10,SCHOE6,2,NA
964,2020,FSL054,10,CANE2,2,NA
965,2020,FSL054,12,LETR5,53,NA
966,2020,FSL054,12,LELA2,17,NA
967,2020,FSL054,12,PHRAG,18,NA
968,2020,FSL054,14,LETR5,24,NA
969,2020,FSL054,14,GLLE3,5,NA
970,2020,FSL054,14,SPAI,23,NA
971,2020,FSL054,14,JUARL,8,NA
972,2020,FSL054,14,DISP,3,NA
973,2020,FSL054,14,CIMO,2,NA
974,2020,FSL054,16,LETR5,41,NA
975,2020,FSL054,16,PYRA,1,NA
976,2020,FSL054,16,SPAI,3,NA
977,2020,FSL054,16,JUARL,1,NA
978,2020,FSL054,16,DISP,2,NA
979,2020,FSL054,16,ROWOU,11,NA
980,2020,FSL054,16,HEAN3,4,NA
981,2020,FSL054,16,MEOF,2,NA
982,2020,FSL054,18,LETR5,14,NA
983,2020,FSL054,18,SPAI,21,NA
984,2020,FSL054,18,DISP,20,NA
985,2020,FSL054,18,BAHY,3,NA
986,2020,FSL054,18,LELA2,1,NA
987,2020,FSL054,18,ERNA10,2,NA
988,2020,FSL054,18,GLLE3,2,NA
989,2020,FSL064,2,SPAI,16,NA
990,2020,FSL064,2,DISP,32,NA
991,2020,FSL064,2,ATTO,4,NA
992,2020,FSL064,2,ERNA10,5,NA
993,2020,FSL064,2,JUARL,1,NA
994,2020,FSL064,2,ROWOU,2,NA
995,2020,FSL064,4,SPAI,31,NA
996,2020,FSL064,4,DISP,14,NA
997,2020,FSL064,4,ATTO,3,NA
998,2020,FSL064,4,ERNA10,9,NA
999,2020,FSL064,4,GLLE3,11,NA
1000,2020,FSL064,4,LELA2,2,NA
1001,2020,FSL064,4,JUARL,1,NA
1002,2020,FSL064,4,LECI4,2,NA
1003,2020,FSL064,6,SPAI,37,NA
1004,2020,FSL064,6,DISP,19,NA
1005,2020,FSL064,6,ATTO,5,NA
1006,2020,FSL064,6,ERNA10,6,NA
1007,2020,FSL064,8,SPAI,11,NA
1008,2020,FSL064,8,DISP,5,NA
1009,2020,FSL064,8,GLLE3,3,NA
1010,2020,FSL064,8,ERNA10,22,NA
1011,2020,FSL064,8,ATTO,9,NA
1012,2020,FSL064,8,SAVE4,1,NA
1013,2020,FSL064,10,SPAI,24,NA
1014,2020,FSL064,10,DISP,3,NA
1015,2020,FSL064,10,GLLE3,5,NA
1016,2020,FSL064,10,LETR5,24,NA
1017,2020,FSL064,10,ERNA10,9,NA
1018,2020,FSL064,10,JUARL,14,NA
1019,2020,FSL064,10,ATTO,2,NA
1020,2020,FSL064,12,SPAI,48,NA
1021,2020,FSL064,12,DISP,17,NA
1022,2020,FSL064,12,ERNA10,1,NA
1023,2020,FSL064,12,JUARL,1,NA
1024,2020,FSL064,12,SAVE4,4,NA
1025,2020,FSL064,14,SPAI,6,NA
1026,2020,FSL064,14,DISP,65,NA
1027,2020,FSL064,14,LETR5,1,NA
1028,2020,FSL064,14,ATTO,3,NA
1029,2020,FSL064,16,ERNA10,7,NA
1030,2020,FSL064,16,SAVE4,5,NA
1031,2020,FSL064,16,DISP,9,NA
1032,2020,FSL064,16,SPAI,11,NA
1033,2020,FSL064,16,JUARL,1,NA
1034,2020,FSL064,16,SALA3,7,NA
1035,2020,FSL065,2,SAVE4,12,NA
1036,2020,FSL065,2,SPAI,3,NA
1037,2020,FSL065,2,ERNA10,11,NA
1038,2020,FSL065,2,ATTO,4,NA
1039,2020,FSL065,2,DISP,2,NA
1040,2020,FSL065,4,SPAI,3,NA
1041,2020,FSL065,4,ERNA10,2,NA
1042,2020,FSL065,4,ATTO,17,NA
1043,2020,FSL065,4,DISP,4,NA
1044,2020,FSL065,4,ATCO,3,NA
1045,2020,FSL065,6,SPAI,20,NA
1046,2020,FSL065,6,ERNA10,3,NA
1047,2020,FSL065,6,ATTO,2,NA
1048,2020,FSL065,6,DISP,7,NA
1049,2020,FSL065,8,DISP,25,NA
1050,2020,FSL065,8,SPAI,14,NA
1051,2020,FSL065,8,ERNA10,4,NA
1052,2020,FSL065,8,GLLE3,1,NA
1053,2020,FSL065,10,DISP,5,NA
1054,2020,FSL065,10,SPAI,29,NA
1055,2020,FSL065,10,ERNA10,4,NA
1056,2020,FSL065,10,ASLE8,2,NA
1057,2020,FSL065,12,DISP,9,NA
1058,2020,FSL065,12,SPAI,16,NA
1059,2020,FSL065,12,ERNA10,22,NA
1060,2020,FSL065,12,SAVE4,1,NA
1061,2020,FSL116,2,LETR5,14,NA
1062,2020,FSL116,2,ANCA10,8,NA
1063,2020,FSL116,2,ERNA10,15,NA
1064,2020,FSL116,2,GLLE3,2,NA
1065,2020,FSL116,2,ATTO,11,NA
1066,2020,FSL116,2,DISP,11,NA
1067,2020,FSL116,4,LETR5,34,NA
1068,2020,FSL116,4,ANCA10,22,NA
1069,2020,FSL116,4,ERNA10,3,NA
1070,2020,FSL116,4,LELA2,11,NA
1071,2020,FSL116,4,GLLE3,1,NA
1072,2020,FSL116,4,ATTO,4,NA
1073,2020,FSL116,6,LETR5,8,NA
1074,2020,FSL116,6,ANCA10,16,NA
1075,2020,FSL116,6,ERNA10,34,NA
1076,2020,FSL116,6,LELA2,5,NA
1077,2020,FSL116,6,ATTO,3,NA
1078,2020,FSL116,6,DISP,2,NA
1079,2020,FSL116,6,SPAI,5,NA
1080,2020,FSL116,6,CAREX,2,NA
1081,2020,FSL116,8,LETR5,6,NA
1082,2020,FSL116,8,ANCA10,12,NA
1083,2020,FSL116,8,ERNA10,11,NA
1084,2020,FSL116,8,GLLE3,18,NA
1085,2020,FSL116,8,DISP,11,NA
1086,2020,FSL116,10,LELA2,1,NA
1087,2020,FSL116,10,DISP,28,NA
1088,2020,FSL116,10,SPAI,15,NA
1089,2020,FSL116,10,ERNA10,14,NA
1090,2020,FSL116,10,BAHY,1,NA
1091,2020,FSL116,10,ATTO,4,NA
1092,2020,FSL116,10,SAVE4,1,NA
1093,2020,FSL116,12,DISP,8,NA
1094,2020,FSL116,12,ERNA10,1,NA
1095,2020,FSL116,12,ATTO,50,NA
1096,2020,FSL116,14,SPAI,12,NA
1097,2020,FSL116,14,ERNA10,13,NA
1098,2020,FSL116,14,ATTO,31,NA
1099,2020,FSL116,14,GLLE3,4,NA
1100,2020,FSL116,14,LETR5,3,NA
1101,2020,FSL118,2,ATTO,36,NA
1102,2020,FSL118,2,SAVE4,10,NA
1103,2020,FSL118,4,ERBR7,4,NA
1104,2020,FSL118,4,ERNA10,3,NA
1105,2020,FSL118,4,SATR12,1,NA
1106,2020,FSL118,6,ERBR7,1,NA
1107,2020,FSL118,6,ERNA10,14,NA
1108,2020,FSL118,8,ERNA10,2,NA
1109,2020,FSL118,8,ARTR2,4,NA
1110,2020,FSL118,10,ATTO,27,NA
1111,2020,FSL118,10,ANCA10,5,NA
1112,2020,FSL118,10,ERNA10,1,NA
1113,2020,FSL118,10,ROWOU,6,NA
1114,2020,FSL120,2,JUARL,1,NA
1115,2020,FSL120,2,DISP,10,NA
1116,2020,FSL120,2,ERNA10,5,NA
1117,2020,FSL120,2,ATTO,10,NA
1118,2020,FSL120,2,LELA2,4,NA
1119,2020,FSL120,2,ASFA,3,NA
1120,2020,FSL120,2,LETR5,2,NA
1121,2020,FSL120,2,HECU3,1,NA
1122,2020,FSL120,4,DISP,37,NA
1123,2020,FSL120,4,SPAI,19,NA
1124,2020,FSL120,4,ERNA10,3,NA
1125,2020,FSL120,4,ATTO,9,NA
1126,2020,FSL120,6,JUARL,4,NA
1127,2020,FSL120,6,ELEOC,4,NA
1128,2020,FSL120,6,CAREX,5,NA
1129,2020,FSL120,6,DISP,41,NA
1130,2020,FSL120,6,SPAI,3,NA
1131,2020,FSL120,8,DISP,52,NA
1132,2020,FSL120,8,SPAI,4,NA
1133,2020,FSL120,8,JUARL,1,NA
1134,2020,FSL120,8,TYLA,1,NA
1135,2020,FSL120,10,DISP,36,NA
1136,2020,FSL120,10,SPAI,18,NA
1137,2020,FSL120,10,ERNA10,11,NA
1138,2020,FSL120,10,ATTO,1,NA
1139,2020,FSL120,12,DISP,30,NA
1140,2020,FSL120,12,SPAI,30,NA
1141,2020,FSL120,12,ERNA10,5,NA
1142,2020,FSL120,12,LETR5,2,NA
1143,2020,FSL120,12,JUARL,1,NA
1144,2020,FSL120,12,MUAS,2,NA
1145,2020,FSL120,14,DISP,54,NA
1146,2020,FSL120,14,SPAI,8,NA
1147,2020,FSL120,14,ERNA10,2,NA
1148,2020,FSL120,14,ROWOU,1,NA
1149,2020,FSL120,14,PYRA,4,NA
1150,2020,FSL120,14,LOCO6,2,NA
1151,2020,FSL120,16,JUARL,2,NA
1152,2020,FSL120,16,LOCO6,8,NA
1153,2020,FSL120,16,DISP,45,NA
1154,2020,FSL120,16,HECU3,1,NA
1155,2020,FSL120,16,SPAI,10,NA
1156,2020,FSL120,18,JUARL,1,NA
1157,2020,FSL120,18,DISP,6,NA
1158,2020,FSL120,18,SPAI,7,NA
1159,2020,FSL120,18,LETR5,8,NA
1160,2020,FSL120,18,MEOF,1,NA
1161,2020,FSL120,18,LELA2,1,NA
1162,2020,FSL120,18,ATTO,6,NA
1163,2020,FSL123,2,SPAI,1,NA
1164,2020,FSL123,2,DISP,37,NA
1165,2020,FSL123,2,LETR5,35,NA
1166,2020,FSL123,2,JUARL,1,NA
1167,2020,FSL123,2,LELA2,1,NA
1168,2020,FSL123,2,HECU3,1,NA
1169,2020,FSL123,2,GLLE3,2,NA
1170,2020,FSL123,2,SCACO2,2,NA
1171,2020,FSL123,4,ATTO,18,NA
1172,2020,FSL123,4,SPAI,13,NA
1173,2020,FSL123,4,ERNA10,10,NA
1174,2020,FSL123,4,DISP,1,NA
1175,2020,FSL123,6,ATTO,15,NA
1176,2020,FSL123,6,ERNA10,2,NA
1177,2020,FSL123,6,DISP,3,NA
1178,2020,FSL123,6,ROWOU,1,NA
1179,2020,FSL123,8,DISP,35,NA
1180,2020,FSL123,8,GLLE3,5,NA
1181,2020,FSL123,8,JUARL,3,NA
1182,2020,FSL123,8,LETR5,18,NA
1183,2020,FSL123,8,SPAI,8,NA
1184,2020,FSL124,2,DISP,26,NA
1185,2020,FSL124,2,LETR5,16,NA
1186,2020,FSL124,2,LELA2,6,NA
1187,2020,FSL124,2,SPAI,1,NA
1188,2020,FSL124,4,DISP,5,NA
1189,2020,FSL124,4,LETR5,31,NA
1190,2020,FSL124,4,LELA2,3,NA
1191,2020,FSL124,4,SPAI,5,NA
1192,2020,FSL124,4,GLLE3,10,NA
1193,2020,FSL124,4,JUARL,1,NA
1194,2020,FSL124,6,DISP,12,NA
1195,2020,FSL124,6,LETR5,50,NA
1196,2020,FSL124,6,LELA2,3,NA
1197,2020,FSL124,6,JUARL,1,NA
1198,2020,FSL124,8,LETR5,76,NA
1199,2020,FSL124,8,GLLE3,2,NA
1200,2020,FSL124,8,PHRAG,14,NA
1201,2020,FSL124,8,LELA2,4,NA
1202,2020,FSL125,2,LELA2,19,NA
1203,2020,FSL125,2,DISP,30,NA
1204,2020,FSL125,2,LETR5,5,NA
1205,2020,FSL126,2,LETR5,17,NA
1206,2020,FSL126,2,LELA2,3,NA
1207,2020,FSL126,2,SPAI,10,NA
1208,2020,FSL126,2,GLLE3,2,NA
1209,2020,FSL126,2,DISP,18,NA
1210,2020,FSL128,2,DISP,57,NA
1211,2020,FSL128,2,SPAI,1,NA
1212,2020,FSL128,2,GLLE3,1,NA
1213,2020,FSL128,2,LETR5,16,NA
1214,2020,FSL128,2,SAEX,15,NA
1215,2020,FSL128,4,DISP,6,NA
1216,2020,FSL128,4,SPAI,15,NA
1217,2020,FSL128,4,GLLE3,4,NA
1218,2020,FSL128,4,LETR5,41,NA
1219,2020,FSL128,4,CIMO,1,NA
1220,2020,FSL128,6,DISP,4,NA
1221,2020,FSL128,6,SPAI,24,NA
1222,2020,FSL128,6,LETR5,21,NA
1223,2020,FSL128,6,CIMO,1,NA
1224,2020,FSL128,6,LELA2,3,NA
1225,2020,FSL128,6,LECI4,1,NA
1226,2020,FSL128,6,ERNA10,1,NA
1227,2020,FSL128,6,JUARL,1,NA
1228,2020,FSL128,8,LETR5,47,NA
1229,2020,FSL128,8,LELA2,10,NA
1230,2020,FSL128,8,DISP,2,NA
1231,2020,FSL129,2,LETR5,10,NA
1232,2020,FSL129,2,DISP,2,NA
1233,2020,FSL129,2,GLLE3,9,NA
1234,2020,FSL129,2,SPAI,22,NA
1235,2020,FSL129,2,JUARL,1,NA
1236,2020,FSL129,4,LETR5,25,NA
1237,2020,FSL129,4,DISP,11,NA
1238,2020,FSL129,4,GLLE3,1,NA
1239,2020,FSL129,4,SPAI,4,NA
1240,2020,FSL129,4,LELA2,1,NA
1241,2020,FSL129,6,LETR5,30,NA
1242,2020,FSL129,6,DISP,18,NA
1243,2020,FSL129,6,LELA2,4,NA
1244,2020,FSL129,6,CYDA,2,NA
1245,2020,FSL129,6,HECU3,2,NA
1246,2020,FSL129,8,LETR5,40,NA
1247,2020,FSL129,8,ERNA10,5,NA
